AvailabilityZone,BilledCost,BillingAccountId,BillingAccountType,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,ChargeCategory,ChargeClass,ChargeDescription,ChargePeriodEnd,ChargePeriodStart,ConsumedQuantity,ConsumedUnit,ContractedCost,ContractedUnitPrice,EffectiveCost,ListCost,ListUnitPrice,PricingCategory,PricingCurrency,PricingCurrencyContractedUnitPrice,PricingCurrencyEffectiveCost,PricingCurrencyListUnitPrice,PricingQuantity,PricingUnit,ProviderName,PublisherName,RegionId,RegionName,ResourceId,ResourceName,ServiceName,SkuId,SkuPriceId,SubAccountId,SubAccountName,x_ConsumptionModelId,x_CostType,x_Credits,x_CurrencyConversionRate,x_ExportTime,x_Labels,x_Location,x_Project,x_ProjectLabels,x_ServiceId,x_SubscriptionInstanceId,x_SystemLabels,x_Tags
us-central1-a,0.00,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Compute Engine usage covered by Committed use discount: N2 vCPU (3 year),2026-05-04 00:00:00,2026-05-03 00:00:00,21.760,hour,13.19,0.606158,13.19,21.27,0.977482,Committed,USD,0.606158,13.19,0.977482,21.760,hour,Google Cloud,Google Cloud,us-central1,Iowa,//compute.googleapis.com/projects/acme-sandbox/zones/us-central1-a/instances/instance-0910,instance-0910,Compute Engine,2E27-4F75-95CD,2E27-4F75-95CD-price,acme-sandbox,Acme Development Sandbox,,regular,"[{""Id"":""cud-compute-n2-3yr-us-central1"",""FullName"":""Committed use discount: N2 vCPU (3 year)"",""Type"":""COMMITTED_USAGE_DISCOUNT"",""Name"":""Committed use discount: N2 vCPU (3 year)"",""Amount"":-8.08}]",1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""security""},{""Key"":""system"",""Value"":""api-gateway""}]",us-central1,"{""Id"":""acme-sandbox"",""Name"":""Acme Development Sandbox"",""Number"":""123456789003""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",6F81-5844-456A,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""staging"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,8.86,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,"Confluent, Inc. — Confluent Cloud eCKU",2026-05-04 00:00:00,2026-05-03 00:00:00,291655.450,hour,8.86,0.000030,8.86,0.00,0.000000,Standard,USD,0.000030,8.86,0.000000,291655.450,hour,Google Cloud,"Confluent, Inc.",us-east4,Northern Virginia,//cloudcommerceconsumerprocurement.googleapis.com/projects/acme-platform-prod/locations/us-east4/clusters/cluster-0526,cluster-0526,Confluent Cloud,B8D2-1F35-6C07,B8D2-1F35-6C07-price,acme-platform-prod,Acme Platform Production,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""platform""},{""Key"":""system"",""Value"":""event-bus""}]",us-east4,"{""Id"":""acme-platform-prod"",""Name"":""Acme Platform Production"",""Number"":""123456789000""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",C0AF-0C4B-3A1D,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""staging"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
europe-west4-a,82.64,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Compute Engine N2 Instance Core running,2026-05-05 00:00:00,2026-05-04 00:00:00,709.070,hour,82.64,0.116547,82.64,96.27,0.135769,Standard,USD,0.116547,82.64,0.135769,709.070,hour,Google Cloud,Google Cloud,europe-west4,Netherlands,//compute.googleapis.com/projects/acme-data-prod/zones/europe-west4-a/instances/instance-0315,instance-0315,Compute Engine,2E27-4F75-95CD,2E27-4F75-95CD-price,acme-data-prod,Acme Data Analytics,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""security""},{""Key"":""system"",""Value"":""api-gateway""}]",europe-west4,"{""Id"":""acme-data-prod"",""Name"":""Acme Data Analytics"",""Number"":""123456789002""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",6F81-5844-456A,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""sandbox"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,136.42,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Cloud SQL Cloud SQL for PostgreSQL: vCPU,2026-05-05 00:00:00,2026-05-04 00:00:00,541.480,hour,136.42,0.251939,136.42,168.08,0.310409,Standard,USD,0.251939,136.42,0.310409,541.480,hour,Google Cloud,Google Cloud,us-central1,Iowa,//cloudsql.googleapis.com/projects/acme-payments-prod/locations/us-central1/instances/instance-0368,instance-0368,Cloud SQL,4B6D-7C15-9E22,4B6D-7C15-9E22-price,acme-payments-prod,Acme Payments Production,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""payments""},{""Key"":""system"",""Value"":""ledger""}]",us-central1,"{""Id"":""acme-payments-prod"",""Name"":""Acme Payments Production"",""Number"":""123456789001""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",9662-B51E-5089,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""sandbox"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
us-east4-a,111.96,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Compute Engine N2 Instance Core running,2026-05-05 00:00:00,2026-05-04 00:00:00,300.740,hour,111.96,0.372282,111.96,133.77,0.444803,Standard,USD,0.372282,111.96,0.444803,300.740,hour,Google Cloud,Google Cloud,us-east4,Northern Virginia,//compute.googleapis.com/projects/acme-data-prod/zones/us-east4-a/instances/instance-0359,instance-0359,Compute Engine,2E27-4F75-95CD,2E27-4F75-95CD-price,acme-data-prod,Acme Data Analytics,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""data-eng""},{""Key"":""system"",""Value"":""event-bus""}]",us-east4,"{""Id"":""acme-data-prod"",""Name"":""Acme Data Analytics"",""Number"":""123456789002""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",6F81-5844-456A,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""production"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,94.72,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Cloud SQL Cloud SQL for PostgreSQL: vCPU,2026-05-05 00:00:00,2026-05-04 00:00:00,341.730,hour,94.72,0.277178,94.72,105.69,0.309279,Standard,USD,0.277178,94.72,0.309279,341.730,hour,Google Cloud,Google Cloud,europe-west4,Netherlands,//cloudsql.googleapis.com/projects/acme-data-prod/locations/europe-west4/instances/instance-0257,instance-0257,Cloud SQL,4B6D-7C15-9E22,4B6D-7C15-9E22-price,acme-data-prod,Acme Data Analytics,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""data-eng""},{""Key"":""system"",""Value"":""event-bus""}]",europe-west4,"{""Id"":""acme-data-prod"",""Name"":""Acme Data Analytics"",""Number"":""123456789002""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",9662-B51E-5089,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""production"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,114.15,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Google Kubernetes Engine Autopilot Pod vCPU,2026-05-05 00:00:00,2026-05-04 00:00:00,131.850,hour,114.15,0.865757,114.15,136.20,1.032992,Standard,USD,0.865757,114.15,1.032992,131.850,hour,Google Cloud,Google Cloud,asia-southeast1,Singapore,//container.googleapis.com/projects/acme-platform-prod/locations/asia-southeast1/clusters/cluster-0174,cluster-0174,Google Kubernetes Engine,7F3A-2C68-B04D,7F3A-2C68-B04D-price,acme-platform-prod,Acme Platform Production,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""data-eng""},{""Key"":""system"",""Value"":""event-bus""}]",asia-southeast1,"{""Id"":""acme-platform-prod"",""Name"":""Acme Platform Production"",""Number"":""123456789000""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",CCD8-9BF1-090E,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""sandbox"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,46.89,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Cloud SQL Cloud SQL for PostgreSQL: vCPU,2026-05-05 00:00:00,2026-05-04 00:00:00,259.250,hour,46.89,0.180868,46.89,57.45,0.221601,Standard,USD,0.180868,46.89,0.221601,259.250,hour,Google Cloud,Google Cloud,us-east4,Northern Virginia,//cloudsql.googleapis.com/projects/acme-sandbox/locations/us-east4/instances/instance-0304,instance-0304,Cloud SQL,4B6D-7C15-9E22,4B6D-7C15-9E22-price,acme-sandbox,Acme Development Sandbox,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""payments""},{""Key"":""system"",""Value"":""api-gateway""}]",us-east4,"{""Id"":""acme-sandbox"",""Name"":""Acme Development Sandbox"",""Number"":""123456789003""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",9662-B51E-5089,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""production"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
us-central1-a,0.00,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Compute Engine usage covered by Committed use discount: N2 vCPU (3 year),2026-05-05 00:00:00,2026-05-04 00:00:00,16.240,hour,38.79,2.388547,38.79,62.57,3.852833,Committed,USD,2.388547,38.79,3.852833,16.240,hour,Google Cloud,Google Cloud,us-central1,Iowa,//compute.googleapis.com/projects/acme-platform-prod/zones/us-central1-a/instances/instance-0900,instance-0900,Compute Engine,2E27-4F75-95CD,2E27-4F75-95CD-price,acme-platform-prod,Acme Platform Production,,regular,"[{""Id"":""cud-compute-n2-3yr-us-central1"",""FullName"":""Committed use discount: N2 vCPU (3 year)"",""Type"":""COMMITTED_USAGE_DISCOUNT"",""Name"":""Committed use discount: N2 vCPU (3 year)"",""Amount"":-23.78}]",1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""platform""},{""Key"":""system"",""Value"":""api-gateway""}]",us-central1,"{""Id"":""acme-platform-prod"",""Name"":""Acme Platform Production"",""Number"":""123456789000""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",6F81-5844-456A,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""production"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,3.65,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,"Confluent, Inc. — Confluent Cloud eCKU",2026-05-05 00:00:00,2026-05-04 00:00:00,419428.500,hour,3.65,0.000009,3.65,0.00,0.000000,Standard,USD,0.000009,3.65,0.000000,419428.500,hour,Google Cloud,"Confluent, Inc.",asia-southeast1,Singapore,//cloudcommerceconsumerprocurement.googleapis.com/projects/acme-payments-prod/locations/asia-southeast1/clusters/cluster-0536,cluster-0536,Confluent Cloud,B8D2-1F35-6C07,B8D2-1F35-6C07-price,acme-payments-prod,Acme Payments Production,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""security""},{""Key"":""system"",""Value"":""risk-engine""}]",asia-southeast1,"{""Id"":""acme-payments-prod"",""Name"":""Acme Payments Production"",""Number"":""123456789001""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",C0AF-0C4B-3A1D,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""production"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,31.18,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Cloud Run Cloud Run CPU Allocation Time,2026-05-06 00:00:00,2026-05-05 00:00:00,645.600,second,31.18,0.048296,31.18,34.22,0.053005,Standard,USD,0.048296,31.18,0.053005,645.600,second,Google Cloud,Google Cloud,europe-west1,Belgium,//run.googleapis.com/projects/acme-data-prod/locations/europe-west1/services/service-0111,service-0111,Cloud Run,A1C3-9B27-4D65,A1C3-9B27-4D65-price,acme-data-prod,Acme Data Analytics,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""data-eng""},{""Key"":""system"",""Value"":""ledger""}]",europe-west1,"{""Id"":""acme-data-prod"",""Name"":""Acme Data Analytics"",""Number"":""123456789002""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",152E-C115-5142,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""sandbox"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,30.38,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Cloud Storage Standard Storage EU,2026-05-06 00:00:00,2026-05-05 00:00:00,54.210,gibibyte month,30.38,0.560413,30.38,36.37,0.670909,Standard,USD,0.560413,30.38,0.670909,54.210,gibibyte month,Google Cloud,Google Cloud,us-central1,Iowa,//storage.googleapis.com/projects/acme-sandbox/locations/us-central1/buckets/bucket-0310,bucket-0310,Cloud Storage,E5F0-6A48-F9C1,E5F0-6A48-F9C1-price,acme-sandbox,Acme Development Sandbox,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""platform""},{""Key"":""system"",""Value"":""risk-engine""}]",us-central1,"{""Id"":""acme-sandbox"",""Name"":""Acme Development Sandbox"",""Number"":""123456789003""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",95FF-2EF5-5EA1,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""staging"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
europe-west1-a,42.27,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Compute Engine N2 Instance Core running,2026-05-06 00:00:00,2026-05-05 00:00:00,142.910,hour,42.27,0.295781,42.27,48.43,0.338885,Standard,USD,0.295781,42.27,0.338885,142.910,hour,Google Cloud,Google Cloud,europe-west1,Belgium,//compute.googleapis.com/projects/acme-sandbox/zones/europe-west1-a/instances/instance-0388,instance-0388,Compute Engine,2E27-4F75-95CD,2E27-4F75-95CD-price,acme-sandbox,Acme Development Sandbox,,regular,[],1.000000,2026-06-02 04:17:33,[],europe-west1,"{""Id"":""acme-sandbox"",""Name"":""Acme Development Sandbox"",""Number"":""123456789003""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",6F81-5844-456A,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]",[]
,8.95,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Cloud SQL Cloud SQL for PostgreSQL: vCPU,2026-05-06 00:00:00,2026-05-05 00:00:00,375.460,hour,8.95,0.023837,8.95,11.02,0.029351,Standard,USD,0.023837,8.95,0.029351,375.460,hour,Google Cloud,Google Cloud,us-central1,Iowa,//cloudsql.googleapis.com/projects/acme-payments-prod/locations/us-central1/instances/instance-0304,instance-0304,Cloud SQL,4B6D-7C15-9E22,4B6D-7C15-9E22-price,acme-payments-prod,Acme Payments Production,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""payments""},{""Key"":""system"",""Value"":""ledger""}]",us-central1,"{""Id"":""acme-payments-prod"",""Name"":""Acme Payments Production"",""Number"":""123456789001""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",9662-B51E-5089,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""staging"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,29.30,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Cloud SQL Cloud SQL for PostgreSQL: vCPU,2026-05-06 00:00:00,2026-05-05 00:00:00,661.160,hour,29.30,0.044316,29.30,40.19,0.060787,Standard,USD,0.044316,29.30,0.060787,661.160,hour,Google Cloud,Google Cloud,asia-southeast1,Singapore,//cloudsql.googleapis.com/projects/acme-data-prod/locations/asia-southeast1/instances/instance-0284,instance-0284,Cloud SQL,4B6D-7C15-9E22,4B6D-7C15-9E22-price,acme-data-prod,Acme Data Analytics,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""payments""},{""Key"":""system"",""Value"":""risk-engine""}]",asia-southeast1,"{""Id"":""acme-data-prod"",""Name"":""Acme Data Analytics"",""Number"":""123456789002""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",9662-B51E-5089,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""production"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,155.98,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Cloud SQL Cloud SQL for PostgreSQL: vCPU,2026-05-06 00:00:00,2026-05-05 00:00:00,601.360,hour,155.98,0.259379,155.98,172.14,0.286251,Standard,USD,0.259379,155.98,0.286251,601.360,hour,Google Cloud,Google Cloud,us-central1,Iowa,//cloudsql.googleapis.com/projects/acme-data-prod/locations/us-central1/instances/instance-0297,instance-0297,Cloud SQL,4B6D-7C15-9E22,4B6D-7C15-9E22-price,acme-data-prod,Acme Data Analytics,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""platform""},{""Key"":""system"",""Value"":""event-bus""}]",us-central1,"{""Id"":""acme-data-prod"",""Name"":""Acme Data Analytics"",""Number"":""123456789002""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",9662-B51E-5089,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""production"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
us-central1-a,0.00,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Compute Engine usage covered by Committed use discount: N2 vCPU (3 year),2026-05-06 00:00:00,2026-05-05 00:00:00,19.830,hour,31.29,1.577912,31.29,50.47,2.545134,Committed,USD,1.577912,31.29,2.545134,19.830,hour,Google Cloud,Google Cloud,us-central1,Iowa,//compute.googleapis.com/projects/acme-platform-prod/zones/us-central1-a/instances/instance-0909,instance-0909,Compute Engine,2E27-4F75-95CD,2E27-4F75-95CD-price,acme-platform-prod,Acme Platform Production,,regular,"[{""Id"":""cud-compute-n2-3yr-us-central1"",""FullName"":""Committed use discount: N2 vCPU (3 year)"",""Type"":""COMMITTED_USAGE_DISCOUNT"",""Name"":""Committed use discount: N2 vCPU (3 year)"",""Amount"":-19.18}]",1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""data-eng""},{""Key"":""system"",""Value"":""risk-engine""}]",us-central1,"{""Id"":""acme-platform-prod"",""Name"":""Acme Platform Production"",""Number"":""123456789000""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",6F81-5844-456A,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""production"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,2.54,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,"Confluent, Inc. — Confluent Cloud eCKU",2026-05-06 00:00:00,2026-05-05 00:00:00,707670.110,hour,2.54,0.000004,2.54,0.00,0.000000,Standard,USD,0.000004,2.54,0.000000,707670.110,hour,Google Cloud,"Confluent, Inc.",us-east4,Northern Virginia,//cloudcommerceconsumerprocurement.googleapis.com/projects/acme-platform-prod/locations/us-east4/clusters/cluster-0502,cluster-0502,Confluent Cloud,B8D2-1F35-6C07,B8D2-1F35-6C07-price,acme-platform-prod,Acme Platform Production,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""platform""},{""Key"":""system"",""Value"":""event-bus""}]",us-east4,"{""Id"":""acme-platform-prod"",""Name"":""Acme Platform Production"",""Number"":""123456789000""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",C0AF-0C4B-3A1D,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""production"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,75.87,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Cloud Storage Standard Storage EU,2026-05-07 00:00:00,2026-05-06 00:00:00,546.760,gibibyte month,75.87,0.138763,75.87,99.64,0.182237,Standard,USD,0.138763,75.87,0.182237,546.760,gibibyte month,Google Cloud,Google Cloud,us-east4,Northern Virginia,//storage.googleapis.com/projects/acme-data-prod/locations/us-east4/buckets/bucket-0465,bucket-0465,Cloud Storage,E5F0-6A48-F9C1,E5F0-6A48-F9C1-price,acme-data-prod,Acme Data Analytics,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""payments""},{""Key"":""system"",""Value"":""risk-engine""}]",us-east4,"{""Id"":""acme-data-prod"",""Name"":""Acme Data Analytics"",""Number"":""123456789002""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",95FF-2EF5-5EA1,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""sandbox"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,28.37,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Google Kubernetes Engine Autopilot Pod vCPU,2026-05-07 00:00:00,2026-05-06 00:00:00,455.680,hour,28.37,0.062259,28.37,32.13,0.070510,Standard,USD,0.062259,28.37,0.070510,455.680,hour,Google Cloud,Google Cloud,europe-west4,Netherlands,//container.googleapis.com/projects/acme-platform-prod/locations/europe-west4/clusters/cluster-0231,cluster-0231,Google Kubernetes Engine,7F3A-2C68-B04D,7F3A-2C68-B04D-price,acme-platform-prod,Acme Platform Production,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""platform""},{""Key"":""system"",""Value"":""risk-engine""}]",europe-west4,"{""Id"":""acme-platform-prod"",""Name"":""Acme Platform Production"",""Number"":""123456789000""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",CCD8-9BF1-090E,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""production"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,114.33,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,BigQuery Analysis,2026-05-07 00:00:00,2026-05-06 00:00:00,641.970,tebibyte,114.33,0.178092,114.33,152.24,0.237145,Standard,USD,0.178092,114.33,0.237145,641.970,tebibyte,Google Cloud,Google Cloud,europe-west4,Netherlands,//bigquery.googleapis.com/projects/acme-sandbox/locations/europe-west4/datasets/dataset-0239,dataset-0239,BigQuery,D5B1-8E44-70A9,D5B1-8E44-70A9-price,acme-sandbox,Acme Development Sandbox,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""data-eng""},{""Key"":""system"",""Value"":""api-gateway""}]",europe-west4,"{""Id"":""acme-sandbox"",""Name"":""Acme Development Sandbox"",""Number"":""123456789003""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",24E6-581D-38E5,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""staging"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,21.18,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Google Kubernetes Engine Autopilot Pod vCPU,2026-05-07 00:00:00,2026-05-06 00:00:00,689.740,hour,21.18,0.030707,21.18,25.26,0.036622,Standard,USD,0.030707,21.18,0.036622,689.740,hour,Google Cloud,Google Cloud,asia-southeast1,Singapore,//container.googleapis.com/projects/acme-platform-prod/locations/asia-southeast1/clusters/cluster-0389,cluster-0389,Google Kubernetes Engine,7F3A-2C68-B04D,7F3A-2C68-B04D-price,acme-platform-prod,Acme Platform Production,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""payments""},{""Key"":""system"",""Value"":""ledger""}]",asia-southeast1,"{""Id"":""acme-platform-prod"",""Name"":""Acme Platform Production"",""Number"":""123456789000""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",CCD8-9BF1-090E,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""sandbox"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
